0_ECDF Percentile Count_0,0_ECDF Percentile Count_1,0_ECDF Percentile_0,0_ECDF Percentile_1,0_ECDF_0,0_ECDF_1,0_ECDF_2,0_ECDF_3,0_ECDF_4,0_ECDF_5,0_ECDF_6,0_ECDF_7,0_ECDF_8,0_ECDF_9,0_Histogram_0,0_Histogram_1,0_Histogram_2,0_Histogram_3,0_Histogram_4,0_Histogram_5,0_Histogram_6,0_Histogram_7,0_Histogram_8,0_Histogram_9,0_Interquartile range,0_Kurtosis,0_Max,0_Mean,0_Mean absolute deviation,0_Median,0_Median absolute deviation,0_Min,0_Root mean square,0_Skewness,0_Standard deviation,0_Variance,1_ECDF Percentile Count_0,1_ECDF Percentile Count_1,1_ECDF Percentile_0,1_ECDF Percentile_1,1_ECDF_0,1_ECDF_1,1_ECDF_2,1_ECDF_3,1_ECDF_4,1_ECDF_5,1_ECDF_6,1_ECDF_7,1_ECDF_8,1_ECDF_9,1_Histogram_0,1_Histogram_1,1_Histogram_2,1_Histogram_3,1_Histogram_4,1_Histogram_5,1_Histogram_6,1_Histogram_7,1_Histogram_8,1_Histogram_9,1_Interquartile range,1_Kurtosis,1_Max,1_Mean,1_Mean absolute deviation,1_Median,1_Median absolute deviation,1_Min,1_Root mean square,1_Skewness,1_Standard deviation,1_Variance,state
200.0,800.0,56424.0,60242.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3488.75,-1.5355677607214049,60826.0,58154.376,1589.552399999983,57505.0,1324.0,55442.0,58180.245869607665,0.25843792577415187,1734.808778691184,3009561.4986239974,200.0,800.0,58037.0,60851.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2606.0,-1.4553902784471058,61426.0,59337.22,1220.3337199999921,58979.0,1162.0,57079.0,59352.63849269045,0.16876963089972408,1352.781843313992,1830018.7156000026,high_pressure
200.0,800.0,55584.0,56625.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934.0,-1.317103368286365,57002.0,56050.691,470.07014399999855,55943.0,452.0,55169.0,56053.15894426469,0.15842132891937635,525.990545085176,276666.05351900053,200.0,800.0,57008.0,58091.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.75,-1.2157222641811594,58487.0,57568.651,424.6565039999996,57607.0,448.5,56806.0,57570.77511412366,0.08072478335779186,494.53946374278416,244569.2811990005,high_pressure
200.0,800.0,55378.0,56525.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.25,-1.6273114647460014,56635.0,55923.502,477.5183999999988,55743.5,484.5,55205.0,55925.85005163534,0.14352936324208437,512.4724909651247,262628.05399599986,200.0,800.0,56930.0,57758.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.0,-1.3109448896885971,58248.0,57454.089,420.33920000000103,57569.5,579.0,56809.0,57456.08532657789,0.16693813219771714,478.9553581274564,229398.23507900003,high_pressure
200.0,800.0,55275.0,56494.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109.0,-1.6012798315273102,56560.0,55854.75,487.9645,55755.0,539.0,55023.0,55857.29881983195,0.08640798328847836,533.6046153286158,284733.8855,200.0,800.0,56851.0,57757.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.0,-1.2734291962728193,58224.0,57385.954,441.43611600000213,57424.0,477.5,56607.0,57388.16670844261,0.2081277987974057,503.9460942243724,253961.66588400005,high_pressure
200.0,800.0,55026.0,56221.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091.25,-1.6020933586667883,56357.0,55631.794,475.5298639999993,55599.0,576.5,54815.0,55634.329836441815,0.05785044042254628,531.1804698631146,282152.6915639992,200.0,800.0,56632.0,57583.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817.75,-1.3222072918963776,58012.0,57170.156,452.21233600000244,57125.5,431.5,56345.0,57172.46540753687,0.23782759149793328,513.8712987353933,264063.7116639998,high_pressure
200.0,800.0,54571.0,55796.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.0,-0.7058547764339447,56673.0,55147.952,553.3127679999977,55159.5,488.5,53870.0,55151.99470224082,0.06031052672309514,667.764810165974,445909.8416959993,200.0,800.0,56066.0,57294.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.0,-0.6787196090489496,58204.0,56699.296,546.5591040000015,56682.0,487.5,55393.0,56703.20512835231,0.1565595409024471,665.8114841184404,443304.9323840002,high_pressure
200.0,800.0,55607.0,56677.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.5,-1.2030366335227407,57228.0,56164.214,457.25604000000124,56276.5,547.5,55319.0,56166.65163723043,0.1126045227131755,523.2799443930564,273821.9002040003,200.0,800.0,57227.0,58332.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,-1.4231102526940658,58692.0,57717.956,493.0607840000007,57524.5,454.0,56779.0,57720.49391978554,0.1788231769718496,541.2702892862304,292973.52606399957,high_pressure
200.0,800.0,55898.0,56754.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794.25,-1.2714300742230467,57279.0,56442.633,444.42397599999947,56534.0,561.0,55587.0,56444.910215262105,0.1851196511213666,507.01995652143705,257069.23631099993,200.0,800.0,57413.0,58614.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.25,-1.5882237922221285,58734.0,57999.511,484.3502219999997,57850.0,501.0,57096.0,58001.88244889126,0.13280141794278838,524.4915403312044,275091.3758789994,high_pressure
200.0,800.0,55649.0,56640.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.5,-1.2786165420048006,57066.0,56187.9,437.3379999999984,56181.5,453.5,55450.0,56190.19937254183,0.22287626411290073,508.3297315719397,258399.11600000027,200.0,800.0,57206.0,58313.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1034.25,-1.6376272233698264,58464.0,57729.677,476.5227980000014,57613.5,548.0,56960.0,57732.00867604556,0.09060523212932561,518.8634181275455,269219.2466710001,high_pressure
200.0,800.0,55868.0,56863.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913.5,-1.1750465975228135,57289.0,56360.527,450.8205120000001,56308.0,429.0,55354.0,56362.91616352901,0.2017902576354113,518.9554309100164,269314.7392710008,200.0,800.0,57388.0,58496.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.75,-1.4602217904525405,58695.0,57893.203,466.8595559999997,57824.0,495.0,56915.0,57895.53787416609,0.046750511392555656,519.9539785317544,270352.1397910001,high_pressure
200.0,800.0,55392.0,56444.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959.25,-1.2723124170759519,56794.0,55908.425,462.79579999999845,55841.5,463.5,55038.0,55910.87403894702,0.22165484386860979,523.3066198463388,273849.8183750005,200.0,800.0,56922.0,58005.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.25,-1.4068101944625353,58250.0,57447.835,456.1585900000021,57508.0,493.5,56629.0,57450.122389243,0.05105478941694538,512.656173058513,262816.35177500005,high_pressure
200.0,800.0,55194.0,56287.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.0,-1.5020535753915965,56538.0,55786.831,466.90153800000087,55560.0,417.0,55044.0,55789.10528349599,0.22252273475818385,503.7413130159172,253755.3104390003,200.0,800.0,56773.0,57693.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.0,-1.4643164742782346,58027.0,57303.619,426.597961999999,57396.0,572.0,56658.0,57305.609585580714,0.07346162849060739,477.6394852176689,228139.47783899977,high_pressure
200.0,800.0,55160.0,56312.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826.5,-1.565617109257351,56467.0,55717.474,470.0647999999983,55474.5,402.5,55021.0,55719.75000699483,0.20147618900436273,503.6188055702442,253631.90132399945,200.0,800.0,56696.0,57500.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,-1.394638393746751,58002.0,57225.514,421.89119999999843,57362.5,551.5,56641.0,57227.45683947523,0.10724651093742844,471.55460956712164,222363.74980400054,high_pressure
200.0,800.0,55451.0,56558.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940.25,-1.5216770146726384,56730.0,55954.198,472.16959999999796,55754.0,445.5,55135.0,55956.537170861455,0.1722093417490885,511.64277655020186,261778.33079599976,200.0,800.0,56927.0,57767.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.75,-1.2787806826273849,58280.0,57454.788,419.64155199999993,57559.5,519.5,56750.0,57456.77628395105,0.12224554331551653,477.99248849328137,228476.81905599972,high_pressure
200.0,800.0,55632.0,56645.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,926.0,-1.4921519897992161,56944.0,56086.626,467.2056399999987,55905.0,493.5,55282.0,56088.93629786537,0.1260747820958014,509.0765778583809,259158.96212400016,200.0,800.0,57036.0,58074.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.75,-1.1991790730569616,58526.0,57584.624,409.01017599999835,57672.5,506.5,56877.0,57586.591841434754,0.1307777392138551,476.0658469413664,226638.69062400048,high_pressure
200.0,800.0,55780.0,56918.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,976.75,-1.5861003020996762,56977.0,56326.758,455.90160000000265,56202.0,474.5,55420.0,56328.94252756748,0.10903669475746199,496.0841495512633,246099.48343600016,200.0,800.0,57324.0,58132.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752.25,-1.2498081874195828,58573.0,57812.134,406.21231200000085,57885.0,490.5,56971.0,57814.00657665926,0.18788803193179213,465.31581967949506,216518.81204400034,high_pressure
200.0,800.0,53532.0,55337.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1372.0,-0.6217514922033853,56605.0,54489.398,740.9067360000129,54474.0,718.5,53106.0,54497.18954311314,0.45644274757382164,921.5062102861817,849173.6955960006,200.0,800.0,55066.0,56853.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1284.75,-0.5992389238139206,58227.0,56005.146,741.1507599999896,55838.0,654.0,54684.0,56012.27238945051,0.49783391146968703,893.4650237608637,798279.7486840008,high_pressure
200.0,800.0,52993.0,54210.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1037.5,-1.4789279383055358,54418.0,53562.518,493.8166479999986,53499.5,513.5,52682.0,53565.313366263435,0.07179364754902505,547.2307791745641,299461.5256760006,200.0,800.0,54570.0,55618.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916.25,-1.1633794455947584,56075.0,55101.583,449.0453399999995,55121.0,448.5,54294.0,55104.01259765935,0.21091581208137242,517.4507291626902,267755.2571109998,high_pressure
200.0,800.0,52727.0,53940.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.25,-1.6661025261849796,54011.0,53322.139,493.4528000000019,53196.0,555.0,52582.0,53324.817880561015,0.09657729880738838,534.5039379452691,285694.4596790001,200.0,800.0,54337.0,55236.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,-1.3029922816772863,55693.0,54867.878,432.52229599999845,54882.5,481.5,54189.0,54870.18643201424,0.21990066728832822,503.3118924841733,253322.86111600001,high_pressure
200.0,800.0,52698.0,53924.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1059.25,-1.6720864422347363,54003.0,53311.262,490.3663999999984,53203.0,567.5,52588.0,53313.92795964297,0.08644006764918347,533.1589381750996,284258.4533559997,200.0,800.0,54272.0,55222.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795.75,-1.3157945892756187,55645.0,54849.797,432.51238400000113,54843.5,443.5,54190.0,54852.11437508129,0.23154308292413664,504.2028121609401,254220.47579100024,high_pressure
200.0,800.0,52748.0,53901.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.75,-1.63185748062175,54055.0,53338.61,467.7635999999986,53309.0,533.0,52642.0,53341.16569511769,0.056192004668755034,522.1503441538649,272640.9818999996,200.0,800.0,54305.0,55316.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801.0,-1.363334793941067,55678.0,54879.314,450.65680000000174,54792.5,455.5,54181.0,54881.65395895062,0.2507945424811095,506.7900545630314,256836.15940400035,high_pressure
200.0,800.0,52837.0,53811.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941.0,-1.549601915443079,54150.0,53390.618,454.47824399999763,53426.0,553.0,52721.0,53393.05255291179,0.054404542541066366,509.8730195607534,259970.49607600042,200.0,800.0,54357.0,55431.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835.0,-1.433571195219728,55724.0,54938.229,465.4012579999986,54766.0,474.0,54251.0,54940.58865974226,0.25308933408953366,509.1921273537128,259276.6225589997,high_pressure
200.0,800.0,52895.0,53884.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.25,-1.5199963979716555,54209.0,53457.589,452.0692000000012,53524.5,589.0,52790.0,53459.991462878104,0.056128734953602766,506.8190190580853,256865.51807899986,200.0,800.0,54405.0,55478.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809.5,-1.4547999174307942,55767.0,54997.05,468.3239999999984,54805.5,453.5,54291.0,54999.4111392113,0.2446001626120685,509.6243297763568,259716.95750000086,high_pressure
200.0,800.0,53056.0,54070.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970.75,-1.529468575393961,54349.0,53615.574,450.1177119999985,53670.5,536.5,52870.0,53617.94381001569,0.04595634078422871,504.1062036158652,254123.06452400013,200.0,800.0,54574.0,55599.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.0,-1.410347410674044,55913.0,55137.802,457.57440000000196,54992.0,466.0,54367.0,55140.0948196682,0.24291904090196034,502.83926934558343,252847.3307960002,high_pressure
200.0,800.0,53054.0,54064.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940.5,-1.5488686233754647,54348.0,53617.918,443.5311199999994,53658.5,538.0,52925.0,53620.23636283227,0.05134361151474266,498.61503314280435,248616.95127599986,200.0,800.0,54585.0,55617.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,-1.4348372755481902,55918.0,55153.146,454.89520000000135,54988.0,468.0,54438.0,55155.39071400002,0.24840876373039583,497.60538249098545,247611.11668399995,high_pressure
200.0,800.0,52896.0,53903.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913.0,-1.4527303860651821,54236.0,53464.98,448.63600000000054,53567.0,597.5,52825.0,53467.3364656217,0.07753858764765213,501.9784134801015,251982.32759999976,200.0,800.0,54475.0,55571.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793.25,-1.5066875305940575,55822.0,55045.056,473.8311999999973,54804.5,419.5,54321.0,55047.42958798349,0.22280048524614157,511.18900698665254,261314.2008639999,high_pressure
200.0,800.0,52879.0,53733.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794.0,-1.3169122925076608,54270.0,53425.176,442.5535040000012,53543.0,596.0,52732.0,53427.5528237257,0.1534931064363457,503.95446324444885,253970.10102400053,200.0,800.0,54483.0,55607.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,-1.579203611792985,55809.0,55021.474,484.7327999999983,54816.5,480.0,54266.0,55023.94595044961,0.15953249218920323,521.5619093875627,272026.8253240001,high_pressure
200.0,800.0,52778.0,53660.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,-1.31136250731695,54141.0,53322.804,441.5014880000001,53333.0,479.0,52644.0,53325.25692930134,0.21824240963690428,511.4686242419957,261600.15358399978,200.0,800.0,54324.0,55526.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,-1.6633452090275824,55594.0,54920.312,485.9463999999982,54791.0,538.0,54201.0,54922.82148859434,0.10532379042994254,525.0238953190603,275650.09065599967,high_pressure
200.0,800.0,52803.0,54065.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.5,5.418740378262028,58294.0,53368.157,450.57719799999984,53366.0,444.0,52626.0,53370.87445291673,0.9373670445673232,538.570601083089,290058.2923509998,200.0,800.0,54415.0,55556.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1071.0,1.0996567766015781,58908.0,54948.184,486.8844320000015,54852.0,560.0,54186.0,54950.836551448425,0.45306522835109325,539.9192589119228,291512.80614400003,high_pressure
200.0,800.0,57453.0,57995.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.5,-1.2552430025477097,58331.0,57779.08,275.0539199999985,57833.5,333.0,57290.0,57779.93767404046,0.11203116225614387,314.82053554366496,99111.96960000003,200.0,800.0,58228.0,58911.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.75,-1.5019715174427222,59042.0,58540.964,298.4688000000005,58423.0,271.5,58006.0,58541.86172406887,0.16371288477884807,324.20374875068967,105108.07070400032,high_pressure
200.0,800.0,53277.0,55348.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.25,0.3548054404161256,58148.0,54395.016,1046.6523520000317,54041.5,668.0,52621.0,54411.75063303882,1.094351483012394,1349.3855311748368,1820841.3117439968,200.0,800.0,54901.0,56866.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1501.75,-0.1597747512954193,58897.0,55923.336,903.9511360000021,55758.0,752.0,54202.0,55934.95156894301,0.80623449682827,1139.8673831213878,1299297.6511040009,high_pressure
200.0,800.0,52200.0,53461.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1096.75,-1.135140174892388,54027.0,52869.178,486.7676559999986,52941.0,555.0,51982.0,52872.29797542377,0.12827378679544008,574.3786262701644,329910.80631600117,200.0,800.0,54040.0,55187.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1037.75,-1.416040338327028,55584.0,54547.636,537.3694079999998,54349.5,589.5,53580.0,54550.83606292391,0.14138358778341178,590.8654461922778,349121.97550399957,high_pressure
200.0,800.0,51993.0,52907.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,-1.3532655541426108,53529.0,52625.432,504.4055999999971,52814.5,660.5,51920.0,52628.48371469579,0.1392380919606922,566.7494343852487,321204.9213759993,200.0,800.0,53628.0,54958.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,-1.602003205261575,55140.0,54312.15,549.840000000002,54054.0,494.0,53511.0,54315.32799442529,0.1862120299526331,587.552141941463,345217.5195000011,high_pressure
200.0,800.0,52055.0,52967.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.25,-1.3546186888336722,53585.0,52686.324,503.9671999999984,52873.0,654.5,51973.0,52689.36491239954,0.1359117880708369,566.0726446526103,320438.2390240004,200.0,800.0,53676.0,55013.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991.25,-1.597222524254816,55172.0,54356.75,548.676,54092.0,484.5,53546.0,54359.913290677716,0.18915710930176874,586.4319291273284,343902.4075,high_pressure
200.0,800.0,52117.0,53037.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.25,-1.3263421319730888,53614.0,52743.8,496.1244000000016,52884.0,700.0,52038.0,52746.79991614657,0.16397427143041626,562.5504012975192,316462.95399999997,200.0,800.0,53709.0,55067.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1051.25,-1.6333103974867982,55184.0,54412.848,545.7575999999997,54190.0,522.0,53626.0,54415.97498044118,0.16367549321768163,583.3571812329051,340305.60089600045,high_pressure
200.0,800.0,52095.0,53073.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.25,-1.3065607389378227,53618.0,52720.823,491.8042400000001,52787.0,600.0,51946.0,52723.87767874248,0.2085576195895652,567.5382680233995,322099.6856710001,200.0,800.0,53701.0,55065.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1152.25,-1.6608728239097783,55137.0,54388.876,543.7911999999983,54227.0,579.5,53572.0,54392.024598758966,0.12113112315745454,585.2413251164002,342507.40862400003,high_pressure
200.0,800.0,52051.0,53131.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909.25,-1.3180415545723911,53611.0,52698.221,491.1377080000011,52675.0,478.0,51945.0,52701.314795126316,0.23624915789794115,571.0381512289698,326084.5701589998,200.0,800.0,53679.0,55023.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156.25,-1.675608561562364,55100.0,54353.136,534.9991999999995,54240.0,619.5,53573.0,54356.24667940199,0.08810845227007348,581.5152942992992,338160.0375040006,high_pressure
