0_ECDF Percentile Count_0,0_ECDF Percentile Count_1,0_ECDF Percentile_0,0_ECDF Percentile_1,0_ECDF_0,0_ECDF_1,0_ECDF_2,0_ECDF_3,0_ECDF_4,0_ECDF_5,0_ECDF_6,0_ECDF_7,0_ECDF_8,0_ECDF_9,0_Histogram_0,0_Histogram_1,0_Histogram_2,0_Histogram_3,0_Histogram_4,0_Histogram_5,0_Histogram_6,0_Histogram_7,0_Histogram_8,0_Histogram_9,0_Interquartile range,0_Kurtosis,0_Max,0_Mean,0_Mean absolute deviation,0_Median,0_Median absolute deviation,0_Min,0_Root mean square,0_Skewness,0_Standard deviation,0_Variance,1_ECDF Percentile Count_0,1_ECDF Percentile Count_1,1_ECDF Percentile_0,1_ECDF Percentile_1,1_ECDF_0,1_ECDF_1,1_ECDF_2,1_ECDF_3,1_ECDF_4,1_ECDF_5,1_ECDF_6,1_ECDF_7,1_ECDF_8,1_ECDF_9,1_Histogram_0,1_Histogram_1,1_Histogram_2,1_Histogram_3,1_Histogram_4,1_Histogram_5,1_Histogram_6,1_Histogram_7,1_Histogram_8,1_Histogram_9,1_Interquartile range,1_Kurtosis,1_Max,1_Mean,1_Mean absolute deviation,1_Median,1_Median absolute deviation,1_Min,1_Root mean square,1_Skewness,1_Standard deviation,1_Variance,state
200.0,800.0,56614.0,57495.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767.0,-1.660999507625029,57547.0,57058.659,350.8667999999982,56989.5,413.5,56517.0,57059.940563700206,0.08002360082791307,382.42679654935216,146250.2547189996,200.0,800.0,57418.0,58081.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.25,-1.3193303099517015,58397.0,57825.054,312.18394400000045,57820.0,315.0,57326.0,57826.18999344501,0.22767899162114386,362.46248783012004,131379.0550839999,rest_pressure
200.0,800.0,56602.0,57471.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.0,-1.6554672803365056,57537.0,57028.48,352.4120000000004,56955.5,412.0,56472.0,57029.77604967426,0.07926819964403621,384.4803838949392,147825.16559999986,200.0,800.0,57408.0,58071.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.25,-1.313462122249528,58393.0,57798.903,314.35073199999977,57788.5,313.5,57286.0,57800.05039642267,0.2286506418698172,364.1947632668544,132637.82559100012,rest_pressure
200.0,800.0,56559.0,57422.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.75,-1.654542945468552,57505.0,56982.983,350.1758720000011,56927.0,422.5,56450.0,56984.27868555502,0.06927832078295536,384.2729950321779,147665.73471100023,200.0,800.0,57357.0,58054.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,-1.3298553016705745,58348.0,57758.425,318.6838999999989,57736.0,298.0,57255.0,57759.59189011813,0.23542698469239032,367.14688120015387,134796.8323749999,rest_pressure
200.0,800.0,56561.0,57389.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.5,-1.6202721760878258,57514.0,56990.097,338.24114800000046,56973.5,365.5,56461.0,56991.35072972916,0.050826162748564656,378.02371564625383,142901.92959099976,200.0,800.0,57346.0,58086.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.5,-1.3756453196036347,58341.0,57771.226,329.11520000000047,57691.5,353.5,57256.0,57772.40107989281,0.2475407536304022,368.47387006950703,135772.99292399996,rest_pressure
200.0,800.0,56666.0,57403.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.5,-1.4973211733616862,57669.0,57072.19,331.5951999999997,57102.0,397.5,56532.0,57073.39313834425,0.04715679774604215,370.5845759067693,137332.92790000007,200.0,800.0,57468.0,58250.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.0,-1.4250635954839226,58444.0,57849.669,338.06679999999915,57716.0,339.5,57303.0,57850.85649614014,0.23718130142169955,370.66686854775674,137393.927439,rest_pressure
200.0,800.0,56727.0,57395.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.5,-1.4513327580863804,57674.0,57131.516,322.73679999999933,57211.5,438.5,56677.0,57132.65021309619,0.08018343902044264,359.9998801999802,129599.91374400012,200.0,800.0,57471.0,58268.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0,-1.518837655444403,58446.0,57905.045,341.14999999999793,57730.0,296.0,57393.0,57906.20989440597,0.22167724288001184,367.29808463290425,134907.88297500007,rest_pressure
200.0,800.0,56699.0,57317.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.0,-1.3987567065515218,57673.0,57101.963,321.5464000000011,57202.0,421.0,56660.0,57103.093409980866,0.1028163387213932,359.30284667811895,129098.53563099985,200.0,800.0,57486.0,58310.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0,-1.552558855419662,58443.0,57898.442,344.62240000000037,57717.0,292.5,57387.0,57899.62193582959,0.20399711087515615,369.64075077837396,136634.28463599997,rest_pressure
200.0,800.0,57244.0,58383.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.25,-0.8487884644694144,58892.0,57776.617,478.25461800001096,57804.0,458.0,56695.0,57779.52552299993,-0.040671363293755224,579.7393365220273,336097.6983110004,200.0,800.0,57961.0,59001.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.5,-0.8580991564623659,59638.0,58568.755,476.17618999999894,58620.0,360.0,57424.0,58571.62732694901,-0.021154770456198624,580.0564429217208,336465.4769749995,rest_pressure
200.0,800.0,56788.0,58104.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932.75,-0.9234935438219938,58954.0,57588.34,566.9495999999893,57446.5,587.0,56683.0,57592.20631729609,0.377593673837151,667.3264106867043,445324.53839999996,200.0,800.0,57726.0,59003.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134.5,-0.9037437426739414,59696.0,58387.174,544.532784,58369.0,581.5,57440.0,58390.90778319857,0.3655095383372333,660.3211640739676,436024.0397239996,rest_pressure
200.0,800.0,56747.0,57355.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,21.403191849922106,57717.0,57138.05,321.7121000000011,57214.0,433.0,52308.0,57139.390748694546,-1.7057581717525818,391.429852591751,153217.32949999993,200.0,800.0,57506.0,58374.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.0,7.030949925237691,58432.0,57939.703,350.693006,57812.0,343.5,54135.0,57941.026295838084,-0.7641405747709349,391.5922455705679,153344.48679099997,rest_pressure
200.0,800.0,52383.0,53487.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.0,-1.3929501231845756,53860.0,53026.618,492.1576000000026,52892.0,537.5,52290.0,53029.435189807555,0.24903342415169885,546.607749740159,298780.0320760003,200.0,800.0,54047.0,55181.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.0,-1.619461723723349,55410.0,54670.154,481.04508800000116,54657.0,513.5,53953.0,54672.823667101744,0.04790176875230895,540.2863595205786,291909.3502839999,rest_pressure
200.0,800.0,52936.0,55675.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2098.75,-1.1629382853516796,57122.0,54385.214,1114.6919919999855,54289.5,1114.5,52331.0,54400.2109597564,0.08615972230024069,1277.282521685787,1631450.640204003,200.0,800.0,54696.0,56680.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1564.0,-0.9775197285056763,57941.0,55712.85,855.2532000000062,55663.5,838.0,53998.0,55721.9661537351,0.002433920094444805,1007.8972742794782,1015856.9155000016,rest_pressure
200.0,800.0,56453.0,57293.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.25,-0.9334326472835088,57748.0,56849.448,368.09433599999767,56808.5,330.5,55932.0,56851.06213582997,0.17821510824789902,428.4017592120738,183528.06729599964,200.0,800.0,57258.0,58111.0,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.5,-1.0022386024256718,58540.0,57701.33,353.1765200000002,57681.0,353.0,56833.0,57702.821552450965,0.03605512252055264,414.88714742686363,172131.34510000006,rest_pressure
