0_Absolute energy,0_Area under the curve,0_Autocorrelation,0_Centroid,0_Entropy,0_Mean absolute diff,0_Mean diff,0_Median absolute diff,0_Median diff,0_Negative turning points,0_Neighbourhood peaks,0_Peak to peak distance,0_Positive turning points,0_Signal distance,0_Slope,0_Sum absolute diff,0_Total energy,0_Zero crossing rate,1_Absolute energy,1_Area under the curve,1_Autocorrelation,1_Centroid,1_Entropy,1_Mean absolute diff,1_Mean diff,1_Median absolute diff,1_Median diff,1_Negative turning points,1_Neighbourhood peaks,1_Peak to peak distance,1_Positive turning points,1_Signal distance,1_Slope,1_Sum absolute diff,1_Total energy,1_Zero crossing rate,state
3253274281932.0,56978.691,3253274281932.0,0.49966225745311416,0.7863822252941415,203.17117117117118,0.17217217217217218,0.0,0.0,0.0,0.0,1106.0,0.0,203468.8464592778,0.055544983545000995,202968.0,3256530812744.7446,0.0,3340650534234.0,57739.1245,3340650534234.0,0.4996812175535184,0.775838463585649,187.54454454454455,0.45545545545545546,0.0,0.0,0.0,0.0,1021.0,0.0,187872.50814744094,0.06284207084203523,187357.0,3343994528762.7627,0.0,rest_pressure
3254387267992.0,56988.46950000001,3254387267992.0,0.49940514523440643,0.8121511210129717,203.7847847847848,0.12512512512512514,0.0,0.0,0.0,0.0,1146.0,0.0,204081.8143149012,-0.03249814449810678,203581.0,3257644912904.905,0.0,3342311742544.0,57753.50200000001,3342311742544.0,0.4994396967387302,0.8040304568904326,187.7057057057057,0.41041041041041043,0.0,0.0,0.0,0.0,1050.0,0.0,188021.69967773222,-0.020948804948833843,187518.0,3345657399943.944,0.0,rest_pressure
3252008963586.0,56967.6015,3252008963586.0,0.4992138394767241,0.8145445033576425,202.79979979979979,0.1991991991991992,0.0,0.0,0.0,0.0,1158.0,0.0,203097.86637331688,-0.0979793539793504,202597.0,3255264227813.814,0.0,3340217687502.0,57735.3695,3340217687502.0,0.4992613674314676,0.7901936375817863,188.00500500500502,0.4994994994994995,0.0,0.0,0.0,0.0,1063.0,0.0,188330.62303530076,-0.08280231480233756,187817.0,3343561248750.751,0.0,rest_pressure
3255879391252.0,57001.502,3255879391252.0,0.49955657949837795,0.7818572367776961,198.2862862862863,0.12012012012012012,0.0,0.0,0.0,0.0,1075.0,0.0,198589.07397850457,0.01935385935382836,198088.0,3259138529781.7817,0.0,3344063990112.0,57768.5995,3344063990112.0,0.4995689064224229,0.7425179088742113,191.1041041041041,0.44544544544544545,0.0,0.0,0.0,0.0,1041.0,0.0,191415.05533507984,0.023886695886661605,190913.0,3347411401513.5137,0.0,rest_pressure
3254128359264.0,56986.162,3254128359264.0,0.4993703647153847,0.8087084718661296,194.53053053053054,-0.004004004004004004,0.0,0.0,0.0,0.0,1088.0,0.0,194837.55275493418,-0.044379020378992724,194336.0,3257385745009.009,0.0,3342571062420.0,57755.6765,3342571062420.0,0.4994037722563184,0.7997389576216464,194.7157157157157,0.34134134134134136,0.0,0.0,0.0,0.0,1068.0,0.0,195022.23521868323,-0.03340409740411464,194521.0,3345916979399.3994,0.0,rest_pressure
3249472136132.0,56945.361000000004,3249472136132.0,0.4995109506695873,0.7842835809741947,193.7117117117117,0.018018018018018018,0.0,0.0,0.0,0.0,1055.0,0.0,194020.05170437304,0.0037457317457291112,193518.0,3252724860992.993,0.0,3338382319260.0,57719.455500000004,3338382319260.0,0.4995359205958827,0.7870899476565129,196.96596596596598,0.35935935935935936,0.0,0.0,0.0,0.0,1062.0,0.0,197270.10373113403,0.012438204438172663,196769.0,3341724043303.303,0.0,rest_pressure
3290573625912.0,57303.7145,3290573625912.0,0.5022448428645715,0.8675920692912753,190.0830830830831,0.8898898898898899,0.0,0.0,0.0,0.0,1847.0,0.0,190395.2031984505,0.9444868164868253,189893.0,3293867493405.4053,0.0,3379428379246.0,58072.5735,3379428379246.0,0.5021725877809943,0.8705000642030204,193.24824824824825,1.2042042042042043,0.0,0.0,0.0,0.0,1837.0,0.0,193556.1396099781,0.9319384279383669,193055.0,3382811190436.4365,0.0,rest_pressure
3316159317908.0,57526.3015,3316159317908.0,0.4969029112721107,0.868644693419596,187.08608608608608,-0.7097097097097097,0.0,0.0,0.0,0.0,1815.0,0.0,187401.74309071427,-0.8974602574602573,186899.0,3319478796704.7046,0.0,3404575937876.0,58288.469,3404575937876.0,0.4969989094978224,0.8611169818149899,191.73173173173174,-0.3563563563563564,0.0,0.0,0.0,0.0,1820.0,0.0,192041.08164364257,-0.8757573717573833,191540.0,3407983921797.798,0.0,rest_pressure
3251703569258.0,56964.91650000001,3251703569258.0,0.4993160706466985,0.793262043424128,189.24024024024024,-0.11311311311311312,0.0,0.0,0.0,0.0,1079.0,0.0,189561.2949616575,-0.06293144693145414,189051.0,3254958527785.7856,0.0,3340051696996.0,57733.85650000001,3340051696996.0,0.49934186410224635,0.8100957735104276,197.95495495495496,0.24924924924924924,0.0,0.0,0.0,0.0,1115.0,0.0,198257.9491320955,-0.054866502866486984,197757.0,3343395092088.088,0.0,rest_pressure
3252700348873.0,56973.661,3252700348873.0,0.4996916761403458,0.7922709476245944,190.006006006006,0.0980980980980981,17.0,0.0,0.0,0.0,1090.0,0.0,190316.9902908508,0.0656167796167697,189816.0,3255956305178.178,0.0,3340785306963.0,57740.366500000004,3340785306963.0,0.4996883823903921,0.7940868730942341,199.54054054054055,0.0990990990990991,109.0,0.0,0.0,0.0,1121.0,1.0,199840.8684318714,0.06533840333837612,199341.0,3344129436399.3994,0.0,rest_pressure
3255836817133.0,57001.1395,3255836817133.0,0.49947079070938294,0.7896199294416705,189.61861861861863,-0.035035035035035036,34.0,0.0,0.0,0.0,1030.0,0.0,189929.67065530777,-0.010005304005336767,189429.0,3259095913046.046,0.0,3343868249158.0,57767.008,3343868249158.0,0.4994823585079147,0.7876996564387158,199.07907907907907,-0.036036036036036036,118.0,0.0,0.0,0.0,1071.0,0.0,199379.85562632946,-0.0061244461244555895,198880.0,3347215464622.6226,0.0,rest_pressure
3252395356276.0,56971.01,3252395356276.0,0.49940732979099534,0.8160233792681676,190.43643643643642,-0.06406406406406406,34.0,0.0,0.0,0.0,1065.0,0.0,190746.6649287169,-0.031738783738816584,190246.0,3255651007283.283,0.0,3340845825829.0,57740.9015,3340845825829.0,0.49944446595033326,0.8235249517967531,199.98098098098097,-0.05305305305305305,119.0,0.0,0.0,0.0,1107.0,0.0,200280.8497198284,-0.019286725286741593,199781.0,3344190015844.8447,0.0,rest_pressure
3247208017313.0,56925.5215,3247208017313.0,0.4995087276935158,0.7975347062884577,192.16916916916918,0.04704704704704705,43.0,0.0,0.0,0.0,1055.0,0.0,192477.30405305908,0.0029958809958558017,191977.0,3250458475788.7886,0.0,3336170455313.0,57700.4205,3336170455313.0,0.4995283473011434,0.7944868596616615,201.76076076076077,0.05905905905905906,125.0,0.0,0.0,0.0,1093.0,0.0,202058.81204051085,0.00980043980043111,201559.0,3339509965278.2783,0.0,rest_pressure
3248014057999.0,56932.5995,3248014057999.0,0.49953481697992286,0.7972209838011192,192.995995995996,0.025025025025025027,89.0,0.0,0.0,0.0,1053.0,0.0,193303.07527622857,0.011954693954657005,192803.0,3251265323322.3223,0.0,3337650326536.0,57713.171,3337650326536.0,0.49954736726154714,0.7925365957478653,202.2862862862863,0.042042042042042045,156.0,0.0,0.0,0.0,1085.0,0.0,202583.76490326528,0.016397524397538738,202084.0,3340991317853.854,0.0,rest_pressure
3257372204324.0,57014.601,3257372204324.0,0.49990775266571963,0.8079713261654256,191.22522522522522,0.15815815815815815,41.0,0.0,0.0,0.0,1137.0,0.0,191534.27638346714,0.13969186369183575,191034.0,3260632837161.161,0.0,3346721597337.0,57791.5085,3346721597337.0,0.4998668499156812,0.8011982099058552,200.22922922922922,0.16916916916916916,186.0,0.0,0.0,0.0,1141.0,0.0,200528.76789118603,0.12734172134173485,200029.0,3350071669006.006,0.0,rest_pressure
3264139720372.0,57073.869999999995,3264139720372.0,0.4994169686639146,0.76908219321878,187.6996996996997,-0.044044044044044044,8.0,0.0,0.0,0.0,997.0,0.0,188013.68964421382,-0.028445044445054846,187512.0,3267407127499.4995,0.0,3353129144335.0,57846.8035,3353129144335.0,0.49950270653643203,0.7621562497025516,196.53353353353353,-0.007007007007007007,145.0,0.0,0.0,0.0,1053.0,0.0,196836.8199398878,0.0009207309206866648,196337.0,3356485629964.965,0.0,rest_pressure
3260763276989.0,57044.317500000005,3260763276989.0,0.4995864541061036,0.7481977836489737,186.79979979979979,0.043043043043043044,0.0,0.0,0.0,0.0,1013.0,0.0,187136.73570016105,0.029630603630573328,186613.0,3264027304293.2935,0.0,3352366220312.0,57840.175,3352366220312.0,0.49961702548556924,0.7598515200457009,195.1931931931932,0.05805805805805806,124.0,0.0,0.0,0.0,1056.0,0.0,195497.87485168636,0.04065002864997995,194998.0,3355721942254.2544,0.0,rest_pressure
3338473569663.0,57718.3395,3338473569663.0,0.5040565512111141,0.8720298095860607,178.95395395395394,1.2222222222222223,0.0,0.0,0.0,0.0,2197.0,0.0,179286.0214828886,1.5802817902818018,178775.0,3341815385048.048,0.0,3430635527727.0,58509.8505,3430635527727.0,0.5039265646369835,0.8728591133588915,185.002002002002,1.2182182182182182,99.0,0.0,0.0,0.0,2214.0,0.0,185316.9659444816,1.5562644622644444,184817.0,3434069597324.324,0.0,rest_pressure
3316862228494.0,57530.053,3316862228494.0,0.494520040290745,0.8407186958300382,186.7867867867868,-1.2032032032032032,15.0,0.0,0.0,1.0,2271.0,1.0,187101.108012141,-1.716246384246375,186600.0,3320182410904.905,0.0,3409498111746.0,58328.243500000004,3409498111746.0,0.4947413289992275,0.8497548505282941,187.94494494494495,-1.1661661661661662,69.0,0.0,0.0,0.0,2256.0,0.0,188257.04801839904,-1.6628750468750508,187757.0,3412911022768.7686,0.0,rest_pressure
3265460003893.0,57085.759000000005,3265460003893.0,0.49958078760573,0.7795825142650777,195.38138138138137,0.03403403403403404,48.0,0.0,0.0,0.0,1044.0,1.0,195686.1860648483,0.02770611370609369,195186.0,3268728732625.6255,0.0,3357574388586.0,57885.5765,3357574388586.0,0.49953572284433234,0.7736173298494342,187.82282282282281,0.01701701701701702,26.0,0.0,0.0,0.0,1006.0,0.0,188135.5717778717,0.01243537243535982,187635.0,3360935323909.91,0.0,rest_pressure
3264356584089.0,57076.1605,3264356584089.0,0.49924315860203683,0.8006980369177156,197.1101101101101,-0.1931931931931932,81.0,0.0,0.0,0.0,1227.0,0.0,197412.99944889353,-0.08816072216075216,196913.0,3267624208297.2974,0.0,3355192032721.0,57865.0835,3355192032721.0,0.49925446321645256,0.7896988742856008,183.95495495495496,-0.17317317317317318,3.0,0.0,0.0,0.0,1133.0,0.0,184273.2392592539,-0.08541279141281884,183771.0,3358550583304.304,0.0,medium_pressure
2944079811563.0,54187.0165,2944079811563.0,0.4868146200637634,0.8880660324224398,275.95295295295296,-3.8228228228228227,101.0,0.0,0.0,0.0,5203.0,0.0,276176.6581278115,-4.102396228396234,275677.0,2947026838401.4014,0.0,3109246153235.0,55693.1625,3109246153235.0,0.48955211119766434,0.8876115448594336,253.34434434434434,-3.14014014014014,1.0,0.0,0.0,0.0,4291.0,0.0,253597.26326657282,-3.3159880779880964,253091.0,3112358511746.7466,0.0,medium_pressure
2810688392301.0,52959.4685,2810688392301.0,0.5003472332662658,0.8391410910398803,310.47747747747746,0.12712712712712712,168.0,0.0,0.0,0.0,1791.0,0.0,310666.56875949353,0.2695946755947008,310167.0,2813501894195.1953,0.0,2989475991111.0,54618.4055,2989475991111.0,0.5002306227868075,0.8362705166595352,283.3043043043043,0.11911911911911911,0.0,0.0,0.0,0.0,1652.0,0.0,283531.56929703,0.23981837381835297,283021.0,2992468459570.571,0.0,medium_pressure
2812616913542.0,52977.724,2812616913542.0,0.49919655325551,0.8204512414322921,310.00200200200203,-0.10810810810810811,177.0,0.0,0.0,0.0,1693.0,0.0,310191.5550169908,-0.09661519261518807,309692.0,2815432345887.8877,0.0,2991452668319.0,54636.5495,2991452668319.0,0.4992237208269346,0.8152284794650907,282.8978978978979,-0.1031031031031031,9.0,0.0,0.0,0.0,1554.0,0.0,283116.3623925096,-0.09068976068978368,282615.0,2994447115434.4346,0.0,medium_pressure
2804644902533.0,52902.56449999999,2804644902533.0,0.4993259046209409,0.8221693359597619,311.77877877877876,-0.06306306306306306,184.0,0.0,0.0,0.0,1675.0,0.0,311966.54873426346,-0.05536254136258238,311467.0,2807452354887.8877,0.0,2983544484866.0,54564.262,2983544484866.0,0.4993382083560743,0.8002673110327858,284.7227227227227,-0.06406406406406406,22.0,0.0,0.0,0.0,1542.0,0.0,284938.8547516763,-0.05304528504525221,284438.0,2986531015881.882,0.0,medium_pressure
2802847276027.0,52885.6415,2802847276027.0,0.4994788712319548,0.7756960752047087,311.2682682682683,-0.011011011011011011,184.0,0.0,0.0,0.0,1621.0,0.0,311456.5468694037,-0.006717204717179635,310957.0,2805652928955.956,0.0,2981540870352.0,54545.97,2981540870352.0,0.49948570206955606,0.7710022338899526,284.3783783783784,-0.012012012012012012,20.0,0.0,0.0,0.0,1483.0,0.0,284594.7356183701,-0.00466798066796443,284094.0,2984525395747.7476,0.0,medium_pressure
2799739261193.0,52856.293,2799739261193.0,0.49955190967760604,0.7442432607837894,311.33533533533534,-0.012012012012012012,189.0,0.0,0.0,0.0,1613.0,0.0,311523.5412965382,0.01648981048976721,311024.0,2802541802995.996,0.0,2978419379749.0,54517.4035,2978419379749.0,0.4995393495857609,0.7477209199348991,284.59159159159157,-0.013013013013013013,32.0,0.0,1.0,0.0,1479.0,0.0,284807.45950764016,0.012937806937790834,284307.0,2981400780529.5293,0.0,medium_pressure
2798289381394.0,52842.9855,2798289381394.0,0.4995375611715117,0.7561856429125224,312.02702702702703,0.8958958958958959,0.0,0.0,0.0,0.0,1618.0,0.0,312215.52036709373,0.011895827895818079,311715.0,2801090471865.8657,0.0,2976795741216.0,54502.8385,2976795741216.0,0.4995185204432608,0.7682660684035157,285.86086086086084,0.6576576576576577,0.0,0.0,0.0,0.0,1484.0,0.0,286076.00857632287,0.006139254139235717,285575.0,2979775516732.733,0.0,medium_pressure
2803990018822.0,52896.4565,2803990018822.0,0.500316703900163,0.8161073920890687,312.24724724724723,1.3803803803803805,0.0,0.0,0.0,0.0,2042.0,0.0,312435.49742006615,0.25906429906429457,311935.0,2806796815637.6377,0.0,2982046932352.0,54550.6575,2982046932352.0,0.5002500492988565,0.8152865743319665,286.76576576576576,1.1661661661661662,0.0,0.0,0.0,0.0,1920.0,0.0,286979.761059072,0.24551712551715058,286479.0,2985031964316.3164,0.0,medium_pressure
3030851402810.0,54991.490000000005,3030851402810.0,0.5046039066416387,0.8848058549925834,296.4304304304304,2.3783783783783785,0.0,0.0,0.0,0.0,3906.0,0.0,296634.51575449284,1.7020535020534993,296134.0,3033885288098.098,0.0,3210780339500.0,56601.293000000005,3210780339500.0,0.504315297885788,0.8792850100257369,272.6586586586587,2.16016016016016,0.0,0.0,0.0,0.0,3746.0,0.0,272886.7562940419,1.652157188157193,272386.0,3213994333833.834,0.0,medium_pressure
2829047601759.0,53130.62,2829047601759.0,0.4959590218142841,0.8725561216502208,307.7157157157157,-1.997997997997998,256.0,0.0,0.0,0.0,3399.0,1.0,307907.49371267157,-1.1238368538369052,307408.0,2831879481240.24,0.0,3006605382175.0,54773.316,3006605382175.0,0.4961601862584044,0.8685158312569741,282.00200200200203,-1.9639639639639639,92.0,0.0,0.0,1.0,3227.0,1.0,282219.7594007682,-1.0930723390723347,281720.0,3009614997172.1724,0.0,medium_pressure
2798663551973.0,52846.8125,2798663551973.0,0.4995133522985426,0.7766628752140485,314.93793793793793,-0.005005005005005005,302.0,0.0,0.0,0.0,1633.0,0.0,315122.4836141865,0.004230274230259674,314623.0,2801465016989.99,0.0,2976462763011.0,54500.2105,2976462763011.0,0.4995032907924162,0.7703263965374815,289.7227227227227,-0.007007007007007007,134.0,0.0,0.0,0.0,1507.0,0.0,289932.7249638821,0.0011033711033286372,289433.0,2979442205216.2163,0.0,medium_pressure
2794509611652.0,52807.498999999996,2794509611652.0,0.4994419789315027,0.7693977424273512,315.7037037037037,-0.006006006006006006,316.0,0.0,0.0,0.0,1656.0,0.0,315887.482825019,-0.018434622434637362,315388.0,2797306918570.571,0.0,2971839144596.0,54457.85,2971839144596.0,0.4994041794864579,0.7699466716186307,290.65665665665665,-0.026026026026026026,96.0,0.0,0.0,0.0,1514.0,0.0,290865.7665174478,-0.031288099288148005,290366.0,2974813958554.5547,0.0,medium_pressure
2817760352756.0,53026.913,2817760352756.0,0.49892899856748985,0.8618970947783802,306.6266266266266,0.018018018018018018,290.0,0.0,0.0,0.0,2003.0,0.0,306819.50467140914,-0.18190401790409905,306320.0,2820580933689.6895,0.0,2994485229186.0,54665.21,2994485229186.0,0.4989004676276142,0.8562356173708712,282.6346346346346,-0.002002002002002002,66.0,0.0,0.0,0.0,1866.0,0.0,282851.926891141,-0.19686167286167905,282352.0,2997482711897.898,0.0,medium_pressure
2794793148285.0,52810.1815,2794793148285.0,0.4995732399769404,0.7520887885885192,308.93393393393393,0.04704704704704705,263.0,0.0,0.0,0.0,1616.0,0.0,309124.51236984716,0.023245901245885478,308625.0,2797590739024.024,0.0,2970424330192.0,54445.027,2970424330192.0,0.49953954891548186,0.7457937246503203,285.17317317317315,0.04004004004004004,50.0,0.0,0.0,0.0,1492.0,0.0,285388.1663246035,0.01297767697768945,284888.0,2973397727919.92,0.0,medium_pressure
2795716393520.0,52818.860499999995,2795716393520.0,0.4996997441898436,0.7879377029212826,307.83083083083085,0.04104104104104104,244.0,0.0,0.0,0.0,1630.0,0.0,308022.52317414305,0.06340109140106649,307523.0,2798514908428.428,0.0,2971032340244.0,54450.582500000004,2971032340244.0,0.4996568971982317,0.7893886737471635,284.2832832832833,0.037037037037037035,36.0,0.0,1.0,0.0,1511.0,0.0,284499.4517869641,0.05134979134977409,283999.0,2974006346590.591,0.0,medium_pressure
2797487656886.0,52835.796,2797487656886.0,0.49948472239461117,0.749996792353282,305.4174174174174,0.43043043043043044,0.0,0.0,0.0,0.0,1592.0,0.0,305612.5405476173,-0.004855348855339786,305112.0,2800287944830.831,0.0,2972503212296.0,54464.0665,2972503212296.0,0.4994557283624523,0.7462322970560739,282.6376376376376,-0.035035035035035036,0.0,0.0,0.0,0.0,1460.0,0.0,282857.5305785005,-0.014468474468486042,282355.0,2975478690986.987,0.0,medium_pressure
2799365016677.0,52853.266,2799365016677.0,0.49974269487088635,0.7859264782512084,302.00200200200203,0.11611611611611612,158.0,0.0,1.0,0.0,1613.0,0.0,302199.5916254526,0.07706962706959192,301700.0,2802167183860.861,0.0,2973675254530.0,54474.811,2973675254530.0,0.49968519088849167,0.7738188138034158,282.01001001001003,0.0940940940940941,0.0,0.0,0.0,0.0,1517.0,0.0,282237.0579293553,0.06063916863917824,281728.0,2976651906436.4365,0.0,medium_pressure
2803659036192.0,52894.00199999999,2803659036192.0,0.4996021222216297,0.796278093528014,294.86286286286287,0.5365365365365365,0.0,0.0,0.0,0.0,1551.0,0.0,295068.71941689966,0.03247534447531803,294568.0,2806465501693.694,0.0,2977503315414.0,54509.888,2977503315414.0,0.499558802766828,0.7775319704199751,286.0820820820821,0.06806806806806807,0.0,0.0,0.0,0.0,1506.0,0.0,286297.24590881565,0.01925730725730898,285796.0,2980483799213.2134,0.0,medium_pressure
2805234706928.0,52908.873,2805234706928.0,0.49948327161692957,0.765265712003684,288.3743743743744,0.5445445445445446,0.0,0.0,0.0,0.0,1523.0,0.0,288587.0192116838,-0.005270165270207062,288086.0,2808042749677.6777,0.0,2978748621660.0,54521.3015,2978748621660.0,0.4994536998879754,0.7576393665026837,289.95295295295296,0.08508508508508508,0.0,0.0,0.0,0.0,1505.0,0.0,290163.82198197965,-0.015162063162066008,289663.0,2981730352012.012,0.0,medium_pressure
2806872539336.0,52924.329,2806872539336.0,0.4997446187389109,0.7964440401710711,282.05805805805807,0.6146146146146146,0.0,0.0,0.0,0.0,1514.0,0.0,282278.38600460184,0.07787297387289681,281776.0,2809682221557.5576,0.0,2980403635778.0,54536.4515,2980403635778.0,0.4997086369687493,0.8048863177809907,291.74274274274273,0.16116116116116116,0.0,0.0,0.0,0.0,1547.0,0.0,291951.6984202253,0.06840018840013785,291451.0,2983387022800.801,0.0,medium_pressure
2808938127498.0,52943.803,2808938127498.0,0.499535341989925,0.7820222034925483,277.9059059059059,0.6786786786786787,0.0,0.0,0.0,0.0,1482.0,0.0,278133.1263010289,0.011332787332793332,277628.0,2811749877375.3755,0.0,2982592336072.0,54556.4425,2982592336072.0,0.49951357459568524,0.7936750608909642,293.6986986986987,0.22922922922922923,0.0,0.0,0.0,0.0,1545.0,0.0,293905.60860263836,0.004439140439141408,293405.0,2985577913985.986,0.0,medium_pressure
2814013637958.0,52991.693,2814013637958.0,0.4995994359805182,0.8237456801285519,280.1921921921922,0.7587587587587588,0.0,0.0,0.0,0.0,1504.0,0.0,280412.7944062571,0.03182530382530585,279912.0,2816830468426.4263,0.0,2988631024064.0,54611.5985,2988631024064.0,0.4996221364527923,0.807339274453018,295.74674674674674,0.31931931931931934,0.0,0.0,0.0,0.0,1550.0,0.0,295951.53019361896,0.04000674400677272,295451.0,2991622646710.711,0.0,medium_pressure
2809762346248.0,52952.0205,2809762346248.0,0.49923118391458104,0.8109555589684405,282.6876876876877,-0.009009009009009009,41.0,0.0,0.0,1.0,1517.0,1.0,282904.9783712119,-0.08540316140318809,282405.0,2812574921169.169,0.0,2986301761016.0,54590.3425,2986301761016.0,0.4992790369502258,0.815969351672097,297.7087087087087,-0.05905905905905906,247.0,0.0,0.0,0.0,1631.0,0.0,297910.5196378116,-0.07255642855644313,297411.0,2989291052068.068,0.0,medium_pressure
2806409138416.0,52920.452000000005,2806409138416.0,0.49942024712756516,0.779828935941294,281.8158158158158,-0.014014014014014014,0.0,0.0,0.0,0.0,1482.0,0.0,282040.4665140846,-0.025306069306091347,281534.0,2809218356772.773,0.0,2984455290784.0,54573.428,2984455290784.0,0.4994332091618985,0.7917859075954519,293.8778778778779,-0.05205205205205205,156.0,0.0,0.0,0.0,1566.0,0.0,294083.58984113764,-0.02192759792761179,293584.0,2987442733517.5176,0.0,medium_pressure
