0_Absolute energy,0_Area under the curve,0_Autocorrelation,0_Centroid,0_Entropy,0_Mean absolute diff,0_Mean diff,0_Median absolute diff,0_Median diff,0_Negative turning points,0_Neighbourhood peaks,0_Peak to peak distance,0_Positive turning points,0_Signal distance,0_Slope,0_Sum absolute diff,0_Total energy,0_Zero crossing rate,1_Absolute energy,1_Area under the curve,1_Autocorrelation,1_Centroid,1_Entropy,1_Mean absolute diff,1_Mean diff,1_Median absolute diff,1_Median diff,1_Negative turning points,1_Neighbourhood peaks,1_Peak to peak distance,1_Positive turning points,1_Signal distance,1_Slope,1_Sum absolute diff,1_Total energy,1_Zero crossing rate,state,person
9734858582702.0,170832.38450000004,9734858582702.0,1.501437132404194,0.7739781103342016,203.89563187729243,0.21173724574858285,0.0,0.0,0.0,0.0,1253.0,0.0,612986.7954361625,0.07359392017709157,611483.0,3246034872524.8413,0.0,9999305289888.0,173137.31700000004,9999305289888.0,1.5012477645138809,0.7715803875338558,192.25075025008337,0.27675891963988,0.0,0.0,0.0,0.0,1206.0,0.0,578068.6429031941,0.06732232392467982,576560.0,3334213167685.2285,0.0,rest_pressure,pedro
9746686874686.0,170936.0615,9746686874686.0,1.499212203698555,0.7627916678911123,207.83427809269756,0.07969323107702568,0.0,0.0,0.0,0.0,1176.0,0.0,624797.2199343045,-0.010962608329182071,623295.0,3249978951212.404,0.0,10012801219860.0,173254.3225,10012801219860.0,1.4993521273673671,0.7568290869197691,190.8972990996999,0.17839279759919974,0.0,0.0,0.0,0.0,1049.0,0.0,574004.4152953457,-0.00567825485313667,572501.0,3338713311057.019,0.0,rest_pressure,pedro
9732234390728.0,170808.9925,9732234390728.0,1.4998357764091959,0.7343699243296887,206.02034011337113,0.08502834278092697,0.0,0.0,0.0,0.0,1149.0,0.0,619357.5058244877,0.012745338305026683,617855.0,3245159850192.731,0.0,9997961141098.0,173125.89,9997961141098.0,1.4996695166811722,0.7208068656927448,190.77425808602868,0.1813937979326442,0.0,0.0,0.0,0.0,1065.0,0.0,573661.1452340072,0.006533407837031218,572132.0,3333764968688.896,0.0,rest_pressure,pedro
9759670513510.0,171049.6985,9759670513510.0,1.4992974582162206,0.752082237611924,203.22540846948982,0.05635211737245749,0.0,0.0,0.0,0.0,1189.0,0.0,610975.5332664505,-0.007711276412358871,609473.0,3254308273927.976,0.0,10023179964280.0,173344.186,10023179964280.0,1.4994175811227124,0.736084160984135,187.92130710236745,0.160053351117039,0.0,0.0,0.0,0.0,1083.0,0.0,565108.8331229608,-0.003182704353618535,563576.0,3342174046108.7026,0.0,rest_pressure,pedro
9759479886648.0,171048.01899999997,9759479886648.0,1.4988227810155499,0.7545784419023511,195.41913971323774,0.004668222740913638,0.0,0.0,0.0,0.0,1134.0,0.0,587566.6960625415,-0.025764129084897107,586062.0,3254244710452.8174,0.0,10025017371792.0,173360.07100000003,10025017371792.0,1.4989361132209869,0.7356693673494048,194.3894631543848,0.1247082360786929,0.0,0.0,0.0,0.0,1106.0,0.0,584478.3968792801,-0.021746046860653404,582974.0,3342786719503.8345,0.0,rest_pressure,pedro
9858436513078.0,171910.77500000002,9858436513078.0,1.495539088674577,0.835804914777656,188.6982327442481,0.001333777925975325,0.0,0.0,0.0,0.0,1968.0,0.0,567421.2739855314,-0.15133664170407296,565906.0,3287241251443.1475,0.0,10124056014118.0,174212.09850000002,10124056014118.0,1.495609444888712,0.8375410037933434,194.42447482494165,0.12304101367122375,0.0,0.0,0.0,0.0,1965.0,0.0,584582.1731367895,-0.15065088518341363,583079.0,3375810608242.0806,0.0,rest_pressure,pedro
9760932522282.0,171060.8495,9760932522282.0,1.4994920060517298,0.747383213326974,189.89363121040347,-0.00033344448149383126,17.0,0.0,0.0,0.0,1090.0,0.0,570995.3258748755,-0.000302049366892123,569491.0,3254729083788.596,0.0,10025499381950.0,173364.36800000002,10025499381950.0,1.4995444209757214,0.7547960759568036,199.4004668222741,0.003334444814938313,109.0,0.0,0.0,0.0,1121.0,1.0,599503.5737780293,0.0017107850789906706,598002.0,3342947443131.0435,0.0,rest_pressure,pedro
9752594279636.0,170987.717,9752594279636.0,1.5006928944805435,0.7828534390436506,192.00200066688896,0.0766922307435812,41.0,0.0,0.0,0.0,1219.0,0.0,577316.6557127547,0.045375052597237335,575814.0,3251948742792.9307,0.0,10020542379186.0,173321.21000000002,10020542379186.0,1.5007006888339014,0.7781487060788868,201.2910970323441,0.09003001000333445,125.0,0.0,0.0,0.0,1189.0,0.0,605173.3448349622,0.046239543359946844,603672.0,3341294557914.638,0.0,rest_pressure,pedro
9863376567024.0,171951.81800000003,9863376567024.0,1.5085797157506597,0.7821260232200513,184.36145381793932,0.40680226742247416,0.0,0.0,0.0,0.0,2232.0,0.0,554438.4468272636,0.34528440014272943,552900.0,3288888485169.723,0.0,10136130892374.0,174313.363,10136130892374.0,1.5086843428168812,0.7785149324416969,192.11470490163387,0.42280760253417804,99.0,0.0,0.0,0.0,2251.0,0.0,577653.6607360557,0.3541612846845816,576152.0,3379836909761.2534,0.0,rest_pressure,pedro
9507699829232.0,168760.242,9507699829232.0,1.4926296977117421,0.8699897453451824,218.52217405801935,-0.9856618872957652,15.0,0.0,1.0,2.0,6623.0,2.0,656849.4603369304,-0.24494886988319534,655348.0,3170290039757.2524,0.0,9843579297203.0,171738.95400000003,9843579297203.0,1.4924971693423381,0.868780043158752,206.61487162387462,-0.8722907635878626,61.0,0.0,1.0,0.0,5698.0,0.0,621139.0751708869,-0.2579853835539227,619638.0,3282287194799.266,0.0,rest_pressure,pedro
