0_ECDF Percentile Count_0,0_ECDF Percentile Count_1,0_ECDF Percentile_0,0_ECDF Percentile_1,0_ECDF_0,0_ECDF_1,0_ECDF_2,0_ECDF_3,0_ECDF_4,0_ECDF_5,0_ECDF_6,0_ECDF_7,0_ECDF_8,0_ECDF_9,0_Histogram_0,0_Histogram_1,0_Histogram_2,0_Histogram_3,0_Histogram_4,0_Histogram_5,0_Histogram_6,0_Histogram_7,0_Histogram_8,0_Histogram_9,0_Interquartile range,0_Kurtosis,0_Max,0_Mean,0_Mean absolute deviation,0_Median,0_Median absolute deviation,0_Min,0_Root mean square,0_Skewness,0_Standard deviation,0_Variance,1_ECDF Percentile Count_0,1_ECDF Percentile Count_1,1_ECDF Percentile_0,1_ECDF Percentile_1,1_ECDF_0,1_ECDF_1,1_ECDF_2,1_ECDF_3,1_ECDF_4,1_ECDF_5,1_ECDF_6,1_ECDF_7,1_ECDF_8,1_ECDF_9,1_Histogram_0,1_Histogram_1,1_Histogram_2,1_Histogram_3,1_Histogram_4,1_Histogram_5,1_Histogram_6,1_Histogram_7,1_Histogram_8,1_Histogram_9,1_Interquartile range,1_Kurtosis,1_Max,1_Mean,1_Mean absolute deviation,1_Median,1_Median absolute deviation,1_Min,1_Root mean square,1_Skewness,1_Standard deviation,1_Variance,state,person
200.0,800.0,0.06583629893238434,0.6672597864768683,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,400.0,0.0,354.0,46.0,200.0,0.5186832740213523,-1.3261885892960967,1.0,0.44276156583629844,0.29764341637010644,0.5373665480427047,0.39724199288256223,0.0,0.5564298345597918,0.15079541027730045,0.3370109146695785,0.11357635660642591,200.0,800.0,0.11577028258887875,0.9416590701914311,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,200.0,358.0,42.0,0.0,400.0,0.625341841385597,-1.6109585434522868,1.0,0.5117520510483136,0.33281531449407453,0.35597082953509573,0.304922515952598,0.0,0.623702678797813,0.16458807088542074,0.35653172339556566,0.12711486978741215,rest_pressure,pedro
200.0,800.0,0.09502664298401421,0.6998223801065719,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,388.0,12.0,220.0,180.0,200.0,0.5697158081705151,-1.297004531591973,1.0,0.46239609236234397,0.28570439076376575,0.48046181172291297,0.31216696269982236,0.0,0.5697018060685793,0.21009455104099867,0.3327912282585509,0.11075000160583494,200.0,800.0,0.11619047619047619,0.9638095238095238,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,200.0,256.0,144.0,0.0,400.0,0.7097619047619048,-1.6509640547487328,1.0,0.5353542857142847,0.3380137142857131,0.4580952380952381,0.3771428571428571,0.0,0.648282804109679,0.10421003261109991,0.36560413410088166,0.13366638287165547,rest_pressure,pedro
200.0,800.0,0.09472743521000894,0.7301161751563896,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,380.0,44.0,176.0,200.0,200.0,0.5277033065236818,-1.3370049086570415,1.0,0.4605075960679184,0.29178996961572823,0.4325290437890974,0.26452189454870423,0.0,0.5694307618951457,0.23690811276858392,0.33493901916055346,0.11218414655623359,200.0,800.0,0.0910871694417238,0.9294809010773751,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,352.0,48.0,200.0,0.0,400.0,0.7362879529872675,-1.6593326796205174,1.0,0.504041136141039,0.3378562193927519,0.4446620959843291,0.40842311459353575,0.0,0.6253502598123595,0.07174467510047569,0.37014251380385466,0.13700548052503675,rest_pressure,pedro
200.0,800.0,0.08683974932855863,0.756490599820949,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,328.0,170.0,102.0,200.0,200.0,0.5373769024171888,-1.3638020055707256,1.0,0.4619194270367045,0.3003230080572964,0.40062667860340195,0.30752014324082366,0.0,0.5724586995847786,0.24538876468710516,0.3381411031749582,0.11433940565637774,200.0,800.0,0.10202117420596728,0.8854667949951877,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,388.0,12.0,200.0,0.0,400.0,0.7076515880654475,-1.6396167022593375,1.0,0.4985755534167471,0.3259819056785375,0.4672762271414822,0.37921077959576516,0.0,0.6160407359848981,0.05563472677853993,0.36184058081978515,0.1309286059279995,rest_pressure,pedro
200.0,800.0,0.08880994671403197,0.7824156305506217,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,214.0,292.0,94.0,200.0,200.0,0.5426287744227354,-1.4000287524045485,1.0,0.48480994671403277,0.30453214920071053,0.3969804618117229,0.32859680284191833,0.0,0.590570629745835,0.24612205939715046,0.33724321236391,0.11373298428552932,200.0,800.0,0.09441233140655106,0.8497109826589595,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,400.0,0.0,200.0,46.0,354.0,0.6823217726396917,-1.602177780239314,1.0,0.4995973025048159,0.31915862813102175,0.49903660886319845,0.3439306358381503,0.0,0.6148156163729238,0.046822151902568804,0.3583305421896505,0.12840077746592887,rest_pressure,pedro
200.0,800.0,0.09965034965034965,0.8041958041958042,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,200.0,392.0,8.0,198.0,202.0,0.5334353146853146,-1.453946981902363,1.0,0.4803968531468529,0.30852167832167743,0.3575174825174825,0.30638111888111885,0.0,0.5864139902632177,0.2382303170080837,0.33630377854408683,0.11310023146303018,200.0,800.0,0.07246376811594203,0.7980676328502415,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,400.0,0.0,200.0,200.0,200.0,0.663768115942029,-1.5413995350873284,1.0,0.4721719806763279,0.3181371826086957,0.5033816425120773,0.39468599033816426,0.0,0.5922027985322021,0.05229462574825512,0.35743219672207033,0.1277577752535648,rest_pressure,pedro
200.0,800.0,0.08606921029281278,0.8367346938775511,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,64.0,336.0,0.5452528837622006,-1.5186699907815393,1.0,0.4839378881987586,0.32141401952085275,0.32253771073646853,0.28083407275953864,0.0,0.5949722927633635,0.2193168892342725,0.3461158036291036,0.11979614952182022,200.0,800.0,0.05517909002904162,0.7192642787996127,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,400.0,0.0,200.0,200.0,200.0,0.6236689254598258,-1.4597036386828388,1.0,0.457066795740562,0.3196476282671825,0.5343659244917716,0.4288480154888673,0.0,0.5798725480919377,0.07691845314251701,0.3568502714894477,0.12734211626209252,rest_pressure,pedro
200.0,800.0,0.09430604982206406,0.8798932384341637,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,4.0,396.0,0.57317615658363,-1.5605111450333433,1.0,0.5047330960854088,0.32482918149466183,0.3398576512455516,0.27669039145907476,0.0,0.6131825953390698,0.19876528461195964,0.348191609523829,0.12123739694279462,200.0,800.0,0.06340057636887608,0.6618635926993276,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,400.0,0.0,246.0,154.0,200.0,0.5713256484149856,-1.3986189095623807,1.0,0.4538943323727183,0.3148426512968298,0.5590778097982709,0.42026897214217096,0.0,0.5743312493116346,0.10429022857850599,0.3519038490494063,0.12383631897578735,rest_pressure,pedro
200.0,800.0,0.10338680926916222,0.8805704099821747,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,400.0,0.5757575757575757,-1.5702856937990743,1.0,0.4916987522281643,0.3249297682709456,0.3324420677361854,0.2950089126559715,0.0,0.6025196983313208,0.1897245846893668,0.3482274026186515,0.1212623239345324,200.0,800.0,0.04807692307692308,0.6471153846153846,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,400.0,0.0,322.0,78.0,200.0,0.5485576923076924,-1.378206955858246,1.0,0.4435346153846147,0.3132430769230772,0.551923076923077,0.41201923076923075,0.0,0.5654785178430847,0.11382061582109464,0.3507748552813231,0.12304299909763315,rest_pressure,pedro
200.0,800.0,0.0949367088607595,0.8670886075949367,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,200.0,400.0,0.0,0.0,400.0,0.5736889692585896,-1.554798513867282,1.0,0.49292585895117563,0.3253012658227849,0.33001808318264014,0.2861663652802893,0.0,0.6039120411728627,0.20019935263538827,0.34890378480437684,0.1217338510508189,200.0,800.0,0.04603330068560235,0.6620959843290891,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.0,0.0,0.0,0.0,0.0,400.0,0.0,282.0,118.0,200.0,0.5839862879529873,-1.4017160368312738,1.0,0.4458667972575905,0.316818805093046,0.5440744368266406,0.4167482859941234,0.0,0.5693970411509031,0.1009283043618198,0.35414091767919353,0.12541578957466135,rest_pressure,pedro
