0_ECDF Percentile Count_0,0_ECDF Percentile Count_1,0_ECDF Percentile_0,0_ECDF Percentile_1,0_ECDF_0,0_ECDF_1,0_ECDF_2,0_ECDF_3,0_ECDF_4,0_ECDF_5,0_ECDF_6,0_ECDF_7,0_ECDF_8,0_ECDF_9,0_Histogram_0,0_Histogram_1,0_Histogram_2,0_Histogram_3,0_Histogram_4,0_Histogram_5,0_Histogram_6,0_Histogram_7,0_Histogram_8,0_Histogram_9,0_Interquartile range,0_Kurtosis,0_Max,0_Mean,0_Mean absolute deviation,0_Median,0_Median absolute deviation,0_Min,0_Root mean square,0_Skewness,0_Standard deviation,0_Variance,1_ECDF Percentile Count_0,1_ECDF Percentile Count_1,1_ECDF Percentile_0,1_ECDF Percentile_1,1_ECDF_0,1_ECDF_1,1_ECDF_2,1_ECDF_3,1_ECDF_4,1_ECDF_5,1_ECDF_6,1_ECDF_7,1_ECDF_8,1_ECDF_9,1_Histogram_0,1_Histogram_1,1_Histogram_2,1_Histogram_3,1_Histogram_4,1_Histogram_5,1_Histogram_6,1_Histogram_7,1_Histogram_8,1_Histogram_9,1_Interquartile range,1_Kurtosis,1_Max,1_Mean,1_Mean absolute deviation,1_Median,1_Median absolute deviation,1_Min,1_Root mean square,1_Skewness,1_Standard deviation,1_Variance,state,person
600.0,2400.0,0.13886671987230648,0.7589784517158819,0.0003333333333333333,0.0006666666666666666,0.001,0.0013333333333333333,0.0016666666666666668,0.002,0.0023333333333333335,0.0026666666666666666,0.003,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,882.0,318.0,808.0,392.0,600.0,0.553072625698324,-1.2252409967900695,1.0,0.46704708699122216,0.2583333546155883,0.49241819632881084,0.270949720670391,0.0,0.5575397178230559,0.18325261367532483,0.30449557547397604,0.09271755548322783,600.0,2400.0,0.2197346600331675,0.9013266998341625,0.0003333333333333333,0.0006666666666666666,0.001,0.0013333333333333333,0.0016666666666666668,0.002,0.0023333333333333335,0.0026666666666666666,0.003,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,572.0,822.0,406.0,108.0,1092.0,0.6235489220563848,-1.5916263233805736,1.0,0.5296130458817018,0.2952544168048645,0.4759535655058043,0.31550580431177444,0.0,0.6199492175667981,0.0979694047015859,0.3222530899674831,0.10384705399359073,rest_pressure,pedro
600.0,2400.0,0.1326530612244898,0.782312925170068,0.0003333333333333333,0.0006666666666666666,0.001,0.0013333333333333333,0.0016666666666666668,0.002,0.0023333333333333335,0.0026666666666666666,0.003,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,610.0,848.0,342.0,600.0,600.0,0.5255102040816326,-1.4035584574816837,1.0,0.4828327664399074,0.2923222222222224,0.40561224489795916,0.31632653061224486,0.0,0.5814348378487734,0.2412819813458191,0.32394288125565146,0.1049389903162131,600.0,2400.0,0.09342230695900858,0.877025738798856,0.0003333333333333333,0.0006666666666666666,0.001,0.0013333333333333333,0.0016666666666666668,0.002,0.0023333333333333335,0.0026666666666666666,0.003,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,1188.0,12.0,600.0,254.0,946.0,0.703765490943756,-1.5934919787573283,1.0,0.49072132189386675,0.31672890583624513,0.4909437559580553,0.3536701620591039,0.0,0.6058524398338914,0.052112091117700064,0.3553164267120426,0.12624976309141436,rest_pressure,pedro
600.0,2400.0,0.12445604873803308,0.8833768494342907,0.0003333333333333333,0.0006666666666666666,0.001,0.0013333333333333333,0.0016666666666666668,0.002,0.0023333333333333335,0.0026666666666666666,0.003,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,600.0,1200.0,0.0,130.0,1070.0,0.5648389904264578,-1.5485755909793495,1.0,0.4921392515230659,0.31677191760951656,0.3337684943429069,0.2771975630983464,0.0,0.5982786274894861,0.20243605947264798,0.3402003427702895,0.11573627322102246,600.0,2400.0,0.06666666666666667,0.6976525821596244,0.0003333333333333333,0.0006666666666666666,0.001,0.0013333333333333333,0.0016666666666666668,0.002,0.0023333333333333335,0.0026666666666666666,0.003,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,736.0,464.0,600.0,0.571830985915493,-1.4109974233154117,1.0,0.450682316118938,0.3078935837245688,0.5460093896713616,0.4103286384976525,0.0,0.5671247027003318,0.09769736282562655,0.34426135181081896,0.11851587835061245,rest_pressure,pedro
600.0,2400.0,0.15391084945332212,0.8654331370899916,0.0003333333333333333,0.0006666666666666666,0.001,0.0013333333333333333,0.0016666666666666668,0.002,0.0023333333333333335,0.0026666666666666666,0.003,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,600.0,1198.0,2.0,124.0,1076.0,0.5449957947855341,-1.5383784461091858,1.0,0.5027143257639489,0.30226476030277566,0.35744322960470987,0.2699747687132044,0.0,0.5986134393148395,0.19864807784525157,0.3249867018818479,0.10561635640004109,600.0,2400.0,0.0886426592797784,0.7026777469990766,0.0003333333333333333,0.0006666666666666666,0.001,0.0013333333333333333,0.0016666666666666668,0.002,0.0023333333333333335,0.0026666666666666666,0.003,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,730.0,470.0,600.0,0.5512465373961218,-1.3971841980189006,1.0,0.4623896583564166,0.2986947368421059,0.5503231763619575,0.39704524469067404,0.0,0.5706754368119569,0.09724853719410874,0.3344641356342313,0.11186625802555346,rest_pressure,pedro
600.0,2400.0,0.14462081128747795,0.9029982363315696,0.0003333333333333333,0.0006666666666666666,0.001,0.0013333333333333333,0.0016666666666666668,0.002,0.0023333333333333335,0.0026666666666666666,0.003,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,610.0,986.0,204.0,0.0,1200.0,0.6490299823633157,-1.6173202870156989,1.0,0.5133662551440344,0.3187814226925339,0.39109347442680775,0.3117283950617284,0.0,0.6170932803700883,0.142759047694005,0.3424313139263234,0.11725920475730826,600.0,2400.0,0.10849909584086799,0.6573236889692586,0.0003333333333333333,0.0006666666666666666,0.001,0.0013333333333333333,0.0016666666666666668,0.002,0.0023333333333333335,0.0026666666666666666,0.003,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,764.0,436.0,600.0,0.5072332730560578,-1.3186848128644566,1.0,0.4620855937311657,0.2875688165561574,0.5357142857142858,0.39556962025316444,0.0,0.5663118500090205,0.16703680416352498,0.3273927542367995,0.10718601552675737,rest_pressure,pedro
600.0,2400.0,0.19308943089430894,0.6559959349593496,0.0003333333333333333,0.0006666666666666666,0.001,0.0013333333333333333,0.0016666666666666668,0.002,0.0023333333333333335,0.0026666666666666666,0.003,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,628.0,670.0,968.0,448.0,286.0,0.36610772357723576,-0.7271607046426465,1.0,0.43685602981029814,0.21196088934056054,0.4842479674796748,0.20579268292682928,0.0,0.5053185028408267,0.20434663647596774,0.2539755864875175,0.06450359853167847,600.0,2400.0,0.16997455470737913,0.6055979643765903,0.0003333333333333333,0.0006666666666666666,0.001,0.0013333333333333333,0.0016666666666666668,0.002,0.0023333333333333335,0.0026666666666666666,0.003,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,644.0,892.0,852.0,446.0,166.0,0.30534351145038163,-0.6171032308850188,1.0,0.404108905852417,0.2010505187446997,0.388295165394402,0.15419847328244274,0.0,0.47171873098780237,0.2426126500717371,0.24334040637655047,0.05921455337550473,rest_pressure,pedro
600.0,2400.0,0.14587155963302753,0.9357798165137615,0.0003333333333333333,0.0006666666666666666,0.001,0.0013333333333333333,0.0016666666666666668,0.002,0.0023333333333333335,0.0026666666666666666,0.003,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,672.0,550.0,578.0,0.0,1200.0,0.706651376146789,-1.652213274770135,1.0,0.5288342507645247,0.32323718654434136,0.46055045871559636,0.37752293577981655,0.0,0.6355793520096064,0.08030906570489746,0.35255559550129634,0.12429544791927367,600.0,2400.0,0.12042818911685994,0.7190008920606601,0.0003333333333333333,0.0006666666666666666,0.001,0.0013333333333333333,0.0016666666666666668,0.002,0.0023333333333333335,0.0026666666666666666,0.003,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,1046.0,156.0,598.0,601.0,599.0,0.5289919714540589,-1.3094361165082955,1.0,0.46962176628010593,0.2798305417781749,0.4647636039250669,0.2836752899197145,0.0,0.5708210112652904,0.22580944403965136,0.3244873241559389,0.10529202353788135,rest_pressure,pedro
600.0,2400.0,0.14109926168990977,0.7973748974569319,0.0003333333333333333,0.0006666666666666666,0.001,0.0013333333333333333,0.0016666666666666668,0.002,0.0023333333333333335,0.0026666666666666666,0.003,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,1070.0,278.0,418.0,638.0,596.0,0.6080803937653815,-1.5623666664642104,1.0,0.46356849876948103,0.2837311238720269,0.433552091878589,0.2973748974569319,0.0,0.5585569793104627,0.04745437942396401,0.311592917257495,0.0970901460850361,600.0,2400.0,0.13961312026913372,0.8368376787216149,0.0003333333333333333,0.0006666666666666666,0.001,0.0013333333333333333,0.0016666666666666668,0.002,0.0023333333333333335,0.0026666666666666666,0.003,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,902.0,702.0,202.0,555.0,639.0,0.5780067283431455,-1.3443097314568868,1.0,0.45257078777684445,0.2762994112699743,0.3868797308662742,0.2699747687132043,0.0,0.5496932186554877,0.2391101091999504,0.31199730237115403,0.0973423166868773,rest_pressure,pedro
600.0,2400.0,0.03181003584229391,0.45340501792114696,0.0003333333333333333,0.0006666666666666666,0.001,0.0013333333333333333,0.0016666666666666668,0.002,0.0023333333333333335,0.0026666666666666666,0.003,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,956.0,1004.0,717.0,170.0,153.0,0.40412186379928317,-0.007650040135864344,1.0,0.30318040621266473,0.1928044332935084,0.271505376344086,0.18055555555555558,0.0,0.3888042552527913,0.7005303783170551,0.24341403039143264,0.0592503901914013,600.0,2400.0,0.13282985339848957,0.4709018214127055,0.0003333333333333333,0.0006666666666666666,0.001,0.0013333333333333333,0.0016666666666666668,0.002,0.0023333333333333335,0.0026666666666666666,0.003,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,1344.0,545.0,722.0,210.0,179.0,0.32074633496223903,-0.08948970233958731,1.0,0.3274458759070048,0.2052699347450517,0.3713904931141715,0.21990226565970683,0.0,0.40832849534182547,0.706182188037582,0.24394949981423192,0.05951135845961394,rest_pressure,pedro
600.0,2400.0,0.38124716895666616,0.7695908198701494,0.0003333333333333333,0.0006666666666666666,0.001,0.0013333333333333333,0.0016666666666666668,0.002,0.0023333333333333335,0.0026666666666666666,0.003,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,337.0,290.0,416.0,1444.0,513.0,0.27359202778197195,-0.09028257088019975,1.0,0.5951307061251198,0.19325184290435662,0.6637475464291107,0.10516382304091804,0.0,0.6435946496812391,-0.871521618753452,0.24501737841494742,0.060033515725333546,600.0,2400.0,0.356967356967357,0.7628992628992629,0.0003333333333333333,0.0006666666666666666,0.001,0.0013333333333333333,0.0016666666666666668,0.002,0.0023333333333333335,0.0026666666666666666,0.003,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,275.0,392.0,596.0,1383.0,354.0,0.2902772902772903,-0.14324606490269165,1.0,0.5734853749853742,0.18681342416442404,0.6316251316251317,0.1283783783783783,0.0,0.6206963102717682,-0.7016973924130004,0.23744143333224496,0.05637843426287093,rest_pressure,pedro
